Team_ID,Rk,Stage,Squad,MP,W,D,L,GF,GA,GD,Pts,Year
21,1,1,es Real Madrid,13.0,9.0,0.0,4.0,29.0,14.0,15.0,27.0,2022
33,2,2,eng Liverpool,13.0,10.0,1.0,2.0,30.0,14.0,16.0,31.0,2022
88,3,SF,eng Manchester City,12.0,7.0,2.0,3.0,29.0,16.0,13.0,23.0,2022
48,4,SF,es Villarreal,12.0,5.0,3.0,4.0,20.0,16.0,4.0,18.0,2022
2,5,QF,de Bayern Munich,10.0,7.0,2.0,1.0,31.0,7.0,24.0,23.0,2022
25,6,QF,eng Chelsea,10.0,7.0,1.0,2.0,21.0,10.0,11.0,22.0,2022
49,7,QF,pt Benfica,10.0,3.0,4.0,3.0,14.0,17.0,-3.0,13.0,2022
66,8,QF,es Atlético Madrid,10.0,3.0,3.0,4.0,9.0,10.0,-1.0,12.0,2022
32,9,R16,nl Ajax,8.0,6.0,1.0,1.0,22.0,8.0,14.0,19.0,2022
13,10,R16,it Juventus,8.0,5.0,1.0,2.0,11.0,10.0,1.0,16.0,2022
44,11,R16,fr Paris S-G,8.0,4.0,2.0,2.0,15.0,11.0,4.0,14.0,2022
7,12,R16,it Inter,8.0,4.0,1.0,3.0,9.0,7.0,2.0,13.0,2022
17,13,R16,eng Manchester Utd,8.0,3.0,3.0,2.0,12.0,10.0,2.0,12.0,2022
50,14,R16,fr Lille,8.0,3.0,2.0,3.0,8.0,8.0,0.0,11.0,2022
116,15,R16,at RB Salzburg,8.0,3.0,2.0,3.0,10.0,14.0,-4.0,11.0,2022
56,16,R16,pt Sporting CP,8.0,3.0,1.0,4.0,14.0,17.0,-3.0,10.0,2022
93,17,GR,de Dortmund,6.0,3.0,0.0,3.0,10.0,11.0,-1.0,9.0,2022
111,18,GR,de RB Leipzig,6.0,2.0,1.0,3.0,15.0,14.0,1.0,7.0,2022
122,19,GR,md Sheriff Tiraspol,6.0,2.0,1.0,3.0,7.0,11.0,-4.0,7.0,2022
39,20,GR,es Barcelona,6.0,2.0,1.0,3.0,2.0,9.0,-7.0,7.0,2022
61,21,GR,es Sevilla,6.0,1.0,3.0,2.0,5.0,5.0,0.0,6.0,2022
115,22,GR,it Atalanta,6.0,1.0,3.0,2.0,12.0,13.0,-1.0,6.0,2022
69,23,GR,ru Zenit,6.0,1.0,2.0,3.0,10.0,10.0,0.0,5.0,2022
114,24,GR,ch Young Boys,6.0,1.0,2.0,3.0,7.0,12.0,-5.0,5.0,2022
72,25,GR,de Wolfsburg,6.0,1.0,2.0,3.0,5.0,10.0,-5.0,5.0,2022
22,26,GR,pt Porto,6.0,1.0,2.0,3.0,4.0,11.0,-7.0,5.0,2022
29,27,GR,it Milan,6.0,1.0,1.0,4.0,6.0,9.0,-3.0,4.0,2022
31,28,GR,be Club Brugge,6.0,1.0,1.0,4.0,6.0,20.0,-14.0,4.0,2022
40,29,GR,ua Shakhtar,6.0,0.0,2.0,4.0,2.0,12.0,-10.0,2.0,2022
8,30,GR,ua Dynamo Kyiv,6.0,0.0,1.0,5.0,1.0,11.0,-10.0,1.0,2022
99,31,GR,se Malmö,6.0,0.0,1.0,5.0,1.0,14.0,-13.0,1.0,2022
27,32,GR,tr Beşiktaş,6.0,0.0,0.0,6.0,3.0,19.0,-16.0,0.0,2022
