Team_ID,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Group,Year
2,1,de Bayern Munich,6,4,1,1,11,6,5,13,A,2012
87,2,it Napoli,6,3,2,1,10,6,4,11,A,2012
88,3,eng Manchester City,6,3,1,2,9,6,3,10,A,2012
48,4,es Villarreal,6,0,0,6,2,14,-12,0,A,2012
7,1,it Inter,6,3,1,2,8,7,1,10,B,2012
43,2,ru CSKA Moscow,6,2,2,2,9,8,1,8,B,2012
89,3,tr Trabzonspor,6,1,4,1,3,5,-2,7,B,2012
50,4,fr Lille,6,1,3,2,6,6,0,6,B,2012
49,1,pt Benfica,6,3,3,0,8,4,4,12,C,2012
65,2,ch Basel,6,3,2,1,11,10,1,11,C,2012
17,3,eng Manchester Utd,6,2,3,1,11,8,3,9,C,2012
90,4,ro Oțelul Galați,6,0,0,6,3,11,-8,0,C,2012
21,1,es Real Madrid,6,6,0,0,19,2,17,18,D,2012
1,2,fr Lyon,6,2,2,2,9,7,2,8,D,2012
32,3,nl Ajax,6,2,2,2,6,6,0,8,D,2012
91,4,hr Dinamo Zagreb,6,0,0,6,3,22,-19,0,D,2012
25,1,eng Chelsea,6,3,2,1,13,4,9,11,E,2012
34,2,de Leverkusen,6,3,1,2,8,8,0,10,E,2012
42,3,es Valencia,6,2,2,2,12,7,5,8,E,2012
92,4,be Genk,6,0,3,3,2,16,-14,3,E,2012
5,1,eng Arsenal,6,3,2,1,7,6,1,11,F,2012
23,2,fr Marseille,6,3,1,2,7,4,3,10,F,2012
16,3,gr Olympiacos,6,3,0,3,8,6,2,9,F,2012
93,4,de Dortmund,6,1,1,4,6,12,-6,4,F,2012
74,1,cy APOEL FC,6,2,3,1,6,6,0,9,G,2012
69,2,ru Zenit,6,2,3,1,7,5,2,9,G,2012
22,3,pt Porto,6,2,2,2,7,7,0,8,G,2012
40,4,ua Shakhtar,6,1,2,3,6,8,-2,5,G,2012
39,1,es Barcelona,6,5,1,0,20,4,16,16,H,2012
29,2,it Milan,6,2,3,1,11,8,3,9,H,2012
94,3,cz Viktoria Plzeň,6,1,2,3,4,11,-7,5,H,2012
70,4,by BATE Borisov,6,0,2,4,2,14,-12,2,H,2012
