Team_ID,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Group,Year
22,1,pt Porto,6,3,2,1,8,7,1,11,A,2008
33,2,eng Liverpool,6,3,1,2,18,5,13,10,A,2008
23,3,fr Marseille,6,2,1,3,6,9,-3,7,A,2008
27,4,tr Beşiktaş,6,2,0,4,4,15,-11,6,A,2008
25,1,eng Chelsea,6,3,3,0,9,2,7,12,B,2008
51,2,de Schalke 04,6,2,2,2,5,4,1,8,B,2008
38,3,no Rosenborg,6,2,1,3,6,10,-4,7,B,2008
42,4,es Valencia,6,1,2,3,2,6,-4,5,B,2008
21,1,es Real Madrid,6,3,2,1,13,9,4,11,C,2008
16,2,gr Olympiacos,6,3,2,1,11,7,4,11,C,2008
41,3,de Werder Bremen,6,2,0,4,8,13,-5,6,C,2008
28,4,it Lazio,6,1,2,3,8,11,-3,5,C,2008
29,1,it Milan,6,4,1,1,12,5,7,13,D,2008
3,2,sct Celtic,6,3,0,3,5,6,-1,9,D,2008
49,3,pt Benfica,6,2,1,3,5,6,-1,7,D,2008
40,4,ua Shakhtar,6,2,0,4,6,11,-5,6,D,2008
39,1,es Barcelona,6,4,2,0,12,3,9,14,E,2008
1,2,fr Lyon,6,3,1,2,11,10,1,10,E,2008
20,3,sct Rangers,6,2,1,3,7,9,-2,7,E,2008
18,4,de Stuttgart,6,1,0,5,7,15,-8,3,E,2008
17,1,eng Manchester Utd,6,5,1,0,13,4,9,16,F,2008
35,2,it Roma,6,3,2,1,11,6,5,11,F,2008
56,3,pt Sporting CP,6,2,1,3,9,8,1,7,F,2008
8,4,ua Dynamo Kyiv,6,0,0,6,4,19,-15,0,F,2008
7,1,it Inter,6,5,0,1,12,4,8,15,G,2008
37,2,tr Fenerbahçe,6,3,2,1,8,6,2,11,G,2008
11,3,nl PSV Eindhoven,6,2,1,3,3,6,-3,7,G,2008
43,4,ru CSKA Moscow,6,0,1,5,7,14,-7,1,G,2008
61,1,es Sevilla,6,5,0,1,14,7,7,15,H,2008
5,2,eng Arsenal,6,4,1,1,14,4,10,13,H,2008
62,3,cz Slavia Prague,6,1,2,3,5,16,-11,5,H,2008
58,4,ro Steaua,6,0,1,5,4,10,-6,1,H,2008
