Team_ID,Squad_cf,Year,Rk_cf,MP,W,D,L,GF,GA,GD,Pts
22,pt Porto,2008,12,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0
33,eng Liverpool,2008,3,8.0,5.0,2.0,1.0,16.0,7.0,9.0,17.0
23,fr Marseille,2008,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,tr Beşiktaş,2008,19,4.0,3.0,1.0,0.0,7.0,1.0,6.0,10.0
25,eng Chelsea,2008,2,7.0,3.0,4.0,1.0,11.0,6.0,5.0,13.0
51,de Schalke 04,2008,8,4.0,1.0,0.0,3.0,1.0,3.0,-2.0,3.0
38,no Rosenborg,2008,17,4.0,4.0,0.0,0.0,15.0,2.0,13.0,12.0
42,es Valencia,2008,24,2.0,2.0,0.0,0.0,5.0,1.0,4.0,6.0
21,es Real Madrid,2008,14,2.0,0.0,0.0,2.0,2.0,4.0,-2.0,0.0
16,gr Olympiacos,2008,13,2.0,0.0,1.0,1.0,0.0,3.0,-3.0,1.0
41,de Werder Bremen,2008,23,2.0,2.0,0.0,0.0,5.0,3.0,2.0,6.0
28,it Lazio,2008,26,2.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0
29,it Milan,2008,11,2.0,0.0,1.0,1.0,0.0,2.0,-2.0,1.0
3,sct Celtic,2008,16,4.0,0.0,2.0,2.0,4.0,6.0,-2.0,2.0
49,pt Benfica,2008,21,2.0,2.0,0.0,0.0,3.0,1.0,2.0,6.0
40,ua Shakhtar,2008,20,4.0,3.0,0.0,1.0,7.0,3.0,4.0,9.0
39,es Barcelona,2008,4,6.0,4.0,1.0,1.0,6.0,3.0,3.0,13.0
1,fr Lyon,2008,15,2.0,0.0,1.0,1.0,1.0,2.0,-1.0,1.0
20,sct Rangers,2008,18,4.0,3.0,1.0,0.0,4.0,0.0,4.0,10.0
18,de Stuttgart,2008,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,eng Manchester Utd,2008,1,7.0,4.0,4.0,0.0,7.0,2.0,5.0,16.0
35,it Roma,2008,7,4.0,2.0,0.0,2.0,4.0,5.0,-1.0,6.0
56,pt Sporting CP,2008,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ua Dynamo Kyiv,2008,30,2.0,2.0,0.0,0.0,4.0,0.0,4.0,6.0
7,it Inter,2008,10,2.0,0.0,0.0,2.0,0.0,3.0,-3.0,0.0
37,tr Fenerbahçe,2008,6,6.0,4.0,0.0,2.0,10.0,8.0,2.0,12.0
11,nl PSV Eindhoven,2008,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,ru CSKA Moscow,2008,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,es Sevilla,2008,9,4.0,3.0,0.0,1.0,11.0,6.0,5.0,9.0
5,eng Arsenal,2008,5,6.0,3.0,2.0,1.0,10.0,5.0,5.0,11.0
62,cz Slavia Prague,2008,22,4.0,2.0,2.0,0.0,3.0,1.0,2.0,8.0
58,ro Steaua,2008,25,4.0,3.0,1.0,0.0,7.0,3.0,4.0,10.0
