Team_ID,Squad_cf,Year,Rk_cf,MP,W,D,L,GF,GA,GD,Pts
13,it Juventus,2006,7,4.0,1.0,1.0,2.0,4.0,6.0,-2.0,4.0
2,de Bayern Munich,2006,12,2.0,0.0,1.0,1.0,2.0,5.0,-3.0,1.0
31,be Club Brugge,2006,23,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0
45,at Rapid Wien,2006,24,4.0,3.0,1.0,0.0,11.0,4.0,7.0,10.0
5,eng Arsenal,2006,2,7.0,3.0,4.0,1.0,5.0,2.0,3.0,13.0
32,nl Ajax,2006,10,4.0,1.0,2.0,1.0,7.0,6.0,1.0,5.0
46,ch Thun,2006,17,4.0,3.0,1.0,0.0,7.0,2.0,5.0,10.0
26,cz Sparta Prague,2006,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,es Barcelona,2006,1,7.0,4.0,4.0,0.0,8.0,3.0,5.0,16.0
41,de Werder Bremen,2006,13,4.0,2.0,0.0,2.0,8.0,6.0,2.0,6.0
47,it Udinese,2006,19,2.0,2.0,0.0,0.0,4.0,2.0,2.0,6.0
19,gr Panathinaikos,2006,27,2.0,1.0,0.0,1.0,5.0,4.0,1.0,3.0
48,es Villarreal,2006,3,8.0,3.0,3.0,2.0,9.0,8.0,1.0,12.0
49,pt Benfica,2006,8,4.0,2.0,1.0,1.0,3.0,2.0,1.0,7.0
50,fr Lille,2006,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,eng Manchester Utd,2006,20,2.0,2.0,0.0,0.0,6.0,0.0,6.0,6.0
29,it Milan,2006,4,6.0,2.0,3.0,1.0,8.0,4.0,4.0,9.0
11,nl PSV Eindhoven,2006,16,2.0,0.0,0.0,2.0,0.0,5.0,-5.0,0.0
51,de Schalke 04,2006,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,tr Fenerbahçe,2006,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,fr Lyon,2006,6,4.0,2.0,1.0,1.0,6.0,3.0,3.0,7.0
21,es Real Madrid,2006,15,2.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0
38,no Rosenborg,2006,26,2.0,1.0,1.0,0.0,4.0,3.0,1.0,4.0
16,gr Olympiacos,2006,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,eng Liverpool,2006,9,8.0,5.0,0.0,3.0,14.0,6.0,8.0,15.0
25,eng Chelsea,2006,14,2.0,0.0,1.0,1.0,2.0,3.0,-1.0,1.0
52,es Betis,2006,22,2.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0
4,be Anderlecht,2006,21,4.0,3.0,0.0,1.0,9.0,2.0,7.0,9.0
7,it Inter,2006,5,6.0,3.0,2.0,1.0,8.0,5.0,3.0,11.0
20,sct Rangers,2006,11,4.0,2.0,2.0,0.0,7.0,4.0,3.0,8.0
53,sk Artmedia,2006,18,6.0,2.0,2.0,2.0,9.0,7.0,2.0,8.0
22,pt Porto,2006,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
