Team_ID,Squad_cf,Year,Rk_cf,MP,W,D,L,GF,GA,GD,Pts
57,fr Bordeaux,2010,5,4.0,1.0,2.0,1.0,5.0,4.0,1.0,5.0
2,de Bayern Munich,2010,2,7.0,4.0,0.0,3.0,12.0,10.0,2.0,12.0
13,it Juventus,2010,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,il Maccabi Haifa,2010,17,6.0,3.0,3.0,0.0,19.0,4.0,15.0,12.0
17,eng Manchester Utd,2010,7,4.0,1.0,2.0,1.0,11.0,6.0,5.0,5.0
43,ru CSKA Moscow,2010,8,4.0,1.0,2.0,1.0,3.0,4.0,-1.0,5.0
72,de Wolfsburg,2010,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,tr Beşiktaş,2010,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,es Real Madrid,2010,14,2.0,0.0,1.0,1.0,1.0,2.0,-1.0,1.0
29,it Milan,2010,16,2.0,0.0,0.0,2.0,2.0,7.0,-5.0,0.0
23,fr Marseille,2010,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,ch Zürich,2010,19,4.0,2.0,1.0,1.0,10.0,4.0,6.0,7.0
25,eng Chelsea,2010,12,2.0,0.0,1.0,1.0,1.0,3.0,-2.0,1.0
22,pt Porto,2010,13,2.0,1.0,0.0,1.0,2.0,6.0,-4.0,3.0
66,es Atlético Madrid,2010,26,2.0,1.0,1.0,0.0,5.0,2.0,3.0,4.0
74,cy APOEL FC,2010,18,6.0,2.0,2.0,2.0,10.0,3.0,7.0,8.0
68,it Fiorentina,2010,9,4.0,0.0,3.0,1.0,7.0,7.0,0.0,3.0
1,fr Lyon,2010,3,8.0,4.0,2.0,2.0,13.0,9.0,4.0,14.0
33,eng Liverpool,2010,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,hu Debrecen,2010,20,6.0,3.0,2.0,1.0,9.0,4.0,5.0,11.0
39,es Barcelona,2010,4,6.0,0.0,5.0,1.0,13.0,7.0,6.0,5.0
7,it Inter,2010,1,7.0,6.0,0.0,1.0,10.0,3.0,7.0,18.0
76,ru Rubin Kazan,2010,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ua Dynamo Kyiv,2010,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,es Sevilla,2010,11,2.0,0.0,2.0,0.0,2.0,3.0,-1.0,2.0
18,de Stuttgart,2010,15,4.0,1.0,2.0,1.0,3.0,5.0,-2.0,5.0
77,ro Unirea Urziceni,2010,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,sct Rangers,2010,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,eng Arsenal,2010,6,6.0,1.0,3.0,2.0,14.0,9.0,5.0,6.0
16,gr Olympiacos,2010,10,6.0,2.0,2.0,2.0,8.0,3.0,5.0,8.0
78,be Standard Liège,2010,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,nl AZ Alkmaar,2010,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
