Team_ID,Squad_cf,Year,Rk_cf,MP,W,D,L,GF,GA,GD,Pts
44,fr Paris S-G,2020,2,5.0,3.0,0.0,2.0,8.0,4.0,4.0,9.0
21,es Real Madrid,2020,13,2.0,0.0,0.0,2.0,2.0,4.0,-2.0,0.0
31,be Club Brugge,2020,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,tr Galatasaray,2020,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,de Bayern Munich,2020,1,5.0,5.0,0.0,0.0,19.0,3.0,16.0,15.0
80,eng Tottenham,2020,16,2.0,0.0,0.0,2.0,0.0,4.0,-4.0,0.0
16,gr Olympiacos,2020,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,rs Red Star,2020,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,eng Manchester City,2020,5,3.0,2.0,0.0,1.0,5.0,5.0,0.0,6.0
115,it Atalanta,2020,8,3.0,2.0,0.0,1.0,9.0,6.0,3.0,6.0
40,ua Shakhtar,2020,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,hr Dinamo Zagreb,2020,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,it Juventus,2020,9,2.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0
66,es Atlético Madrid,2020,7,3.0,2.0,0.0,1.0,5.0,4.0,1.0,6.0
34,de Leverkusen,2020,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ru Loko Moscow,2020,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,eng Liverpool,2020,11,2.0,0.0,0.0,2.0,2.0,4.0,-2.0,0.0
87,it Napoli,2020,10,2.0,0.0,1.0,1.0,2.0,4.0,-2.0,1.0
116,at RB Salzburg,2020,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,be Genk,2020,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,es Barcelona,2020,6,3.0,1.0,1.0,1.0,6.0,10.0,-4.0,4.0
93,de Dortmund,2020,12,2.0,1.0,0.0,1.0,2.0,3.0,-1.0,3.0
7,it Inter,2020,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,cz Slavia Prague,2020,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,de RB Leipzig,2020,3,4.0,3.0,0.0,1.0,6.0,4.0,2.0,9.0
1,fr Lyon,2020,4,4.0,2.0,0.0,2.0,5.0,6.0,-1.0,6.0
49,pt Benfica,2020,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,ru Zenit,2020,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,es Valencia,2020,14,2.0,0.0,0.0,2.0,4.0,8.0,-4.0,0.0
25,eng Chelsea,2020,15,2.0,0.0,0.0,2.0,1.0,7.0,-6.0,0.0
32,nl Ajax,2020,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,fr Lille,2020,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
