Team_ID,Squad_cf,Year,Rk_cf,MP,W,D,L,GF,GA,GD,Pts
80,eng Tottenham,2011,7,6.0,1.0,3.0,2.0,7.0,8.0,-1.0,6.0
7,it Inter,2011,8,4.0,1.0,0.0,3.0,6.0,10.0,-4.0,3.0
81,nl Twente,2011,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,de Werder Bremen,2011,23,2.0,1.0,0.0,1.0,5.0,4.0,1.0,3.0
51,de Schalke 04,2011,4,6.0,1.0,3.0,2.0,12.0,11.0,1.0,6.0
1,fr Lyon,2011,14,2.0,0.0,1.0,1.0,1.0,4.0,-3.0,1.0
49,pt Benfica,2011,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,il Hapoel Tel Aviv,2011,18,6.0,3.0,2.0,1.0,13.0,5.0,8.0,11.0
17,eng Manchester Utd,2011,2,7.0,2.0,4.0,1.0,12.0,6.0,6.0,10.0
42,es Valencia,2011,13,2.0,0.0,1.0,1.0,2.0,4.0,-2.0,1.0
20,sct Rangers,2011,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,tr Bursaspor,2011,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,es Barcelona,2011,1,7.0,4.0,2.0,1.0,16.0,6.0,10.0,14.0
59,dk FC Copenhagen,2011,11,6.0,0.0,4.0,2.0,5.0,6.0,-1.0,4.0
76,ru Rubin Kazan,2011,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,gr Panathinaikos,2011,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,de Bayern Munich,2011,9,2.0,1.0,1.0,0.0,3.0,3.0,0.0,4.0
35,it Roma,2011,15,2.0,0.0,0.0,2.0,2.0,6.0,-4.0,0.0
65,ch Basel,2011,19,4.0,3.0,1.0,0.0,9.0,1.0,8.0,10.0
63,ro CFR Cluj,2011,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,eng Chelsea,2011,6,4.0,1.0,1.0,2.0,3.0,3.0,0.0,4.0
23,fr Marseille,2011,12,2.0,0.0,1.0,1.0,1.0,2.0,-1.0,1.0
55,ru Spartak Moscow,2011,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,sk MŠK Žilina,2011,24,6.0,1.0,4.0,1.0,10.0,3.0,7.0,7.0
21,es Real Madrid,2011,3,6.0,2.0,3.0,1.0,10.0,4.0,6.0,9.0
29,it Milan,2011,16,2.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0
32,nl Ajax,2011,21,4.0,0.0,4.0,0.0,7.0,6.0,1.0,4.0
85,fr Auxerre,2011,30,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0
40,ua Shakhtar,2011,5,4.0,1.0,2.0,1.0,7.0,8.0,-1.0,5.0
5,eng Arsenal,2011,10,2.0,1.0,0.0,1.0,3.0,4.0,-1.0,3.0
86,pt Braga,2011,17,4.0,3.0,0.0,1.0,9.0,5.0,4.0,9.0
24,rs Partizan,2011,20,6.0,4.0,2.0,0.0,13.0,6.0,7.0,14.0
