Team_ID,Squad_cf,Year,Rk_cf,MP,W,D,L,GF,GA,GD,Pts
5,eng Arsenal,2017,10,2.0,0.0,0.0,2.0,2.0,10.0,-8.0,0.0
44,fr Paris S-G,2017,9,2.0,1.0,0.0,1.0,5.0,6.0,-1.0,3.0
100,bg Ludogorets,2017,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,ch Basel,2017,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,it Napoli,2017,14,2.0,0.0,0.0,2.0,2.0,6.0,-4.0,0.0
49,pt Benfica,2017,15,2.0,1.0,0.0,1.0,1.0,4.0,-3.0,3.0
27,tr Beşiktaş,2017,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ua Dynamo Kyiv,2017,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,es Barcelona,2017,5,4.0,1.0,1.0,2.0,6.0,8.0,-2.0,4.0
88,eng Manchester City,2017,12,2.0,1.0,1.0,0.0,5.0,3.0,2.0,4.0
104,de M'Gladbach,2017,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,sct Celtic,2017,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,es Atlético Madrid,2017,3,6.0,4.0,1.0,1.0,11.0,8.0,3.0,13.0
2,de Bayern Munich,2017,6,4.0,2.0,0.0,2.0,13.0,8.0,5.0,6.0
106,ru Rostov,2017,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,nl PSV Eindhoven,2017,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,fr Monaco,2017,4,6.0,2.0,1.0,3.0,10.0,12.0,-2.0,7.0
34,de Leverkusen,2017,16,2.0,0.0,0.0,2.0,3.0,7.0,-4.0,0.0
80,eng Tottenham,2017,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,ru CSKA Moscow,2017,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,de Dortmund,2017,7,4.0,1.0,0.0,3.0,7.0,7.0,0.0,3.0
21,es Real Madrid,2017,1,7.0,6.0,0.0,1.0,19.0,8.0,11.0,18.0
107,pl Legia Warsaw,2017,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,pt Sporting CP,2017,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,eng Leicester City,2017,8,4.0,1.0,1.0,2.0,4.0,4.0,0.0,4.0
22,pt Porto,2017,13,2.0,0.0,0.0,2.0,0.0,3.0,-3.0,0.0
59,dk FC Copenhagen,2017,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,be Club Brugge,2017,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,it Juventus,2017,2,7.0,5.0,1.0,1.0,11.0,4.0,7.0,16.0
61,es Sevilla,2017,11,2.0,1.0,0.0,1.0,2.0,3.0,-1.0,3.0
1,fr Lyon,2017,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,hr Dinamo Zagreb,2017,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
